activity	size	net.sales	cost.of.goods.and.services	cost.of.labor	depreciation	financial.expenses	interest	EBIT	EBITDA	net.income	assets	equity	debt	cash	lt.assets	st.assets	total.oper.liabilities	st.oper.liabilities	lt.liabilities	st.liabilities	inventories	FFO	OCF	total.oper.liabilities/assets	current.ratio	lt.sales.growth	st.sales.growth	lt.ebit.margin.change	net.debt/EBITDA	equity.ratio	TIE	ROA	public	credit.score	id	activity.id	activity.ime	Arguments
G	M	49082544	37989976	6750860	640532	3754	3754	1912063	2552595	1238510	14366541	7873562	0	546239	1265763	13100778	4725755	4725755	0	4725755	6106922	1859844	4369582	32.9	2.77	2.1	1.7	2.1	-0.21	0.55	100	12.1	FALSE	A	ROCHE farmacevtska druzba d.o.o.	46.46	TRGOVINA NA DEBELO S FARMACEVTSKIMI IZDELKI TER MEDICINSKIMI POTREBSCINAMI IN MATERIALI	
M	S	2003150	1269410	430573	93218	194873	194873	199674	292892	4307	3652715	375960	2920340	15924	3132158	508086	355715	355715	2273187	1002868	154841	96917	33781	9.7	0.51	-5.5	-23.1	4.6	9.92	0.1	1.02	5.1	FALSE	E	SILINA druzba za posredovanje in raziskavo trga d.o.o.	71.2	TEHNICNO PREIZKUSANJE IN ANALIZIRANJE	
C	L	15617938	8849634	4502930	1580410	511085	509359	1140197	2720607	706340	18065510	5854267	9597548	533141	12773115	5269201	1524249	1524249	8791274	3032893	2298786	2211025	2847227	8.4	1.74	-5	-7.4	2.8	3.33	0.32	2.24	6.2	FALSE	A	DONIT TESNIT, druzba za proizvodnjo tesnilnih materialov, d.o.o.	20.59	PROIZVODNJA DRUGIH KEMICNIH IZDELKOV	
M	S	5023790	3665788	1623698	54425	21966	21966	-375413	-320988	-368266	4022448	1164613	675917	515777	153961	3804531	1788471	1788471	0	2464388	0	-316602	-1928408	44.5	1.54	-6.8	-13.1	-3.1	30	0.29	0	-8.6	FALSE	E	A.T. KEARNEY Svetovanje d.o.o.	70.22	DRUGO PODJETNISKO IN POSLOVNO SVETOVANJE	
H	S	9006080	7265270	1054106	27550	2170	1105	658915	686465	546221	3069116	578140	0	1068217	81622	2973526	1824383	1824383	0	1824383	0	573771	976587	59.4	1.63	6.7	11.2	4.9	-1.56	0.19	100	23.9	FALSE	A	CAT LOGISTIC transportna d.o.o.	49.41	CESTNI TOVORNI PROMET	
H	S	4002398	3161596	311067	270308	37958	37958	340203	610511	309990	2720561	1185801	394455	168855	1718499	961486	1106645	546597	872216	628884	0	580278	646070	40.7	1.53	17.9	4.9	3.7	0.37	0.44	8.96	13.7	FALSE	A	SKOFIC PROMET, Podjetje za opravljanje in organiziranje prevozov v domacem in mednarodnem prometu, d.o.o., Trstenik	49.41	CESTNI TOVORNI PROMET	
C	S	3515817	1691504	785879	410301	56762	33138	650934	1061235	507617	3315974	1034623	976283	68285	2000008	1315966	1130570	1130570	380791	1726062	159354	821263	474905	34.1	0.76	21.9	74.2	9.2	0.86	0.31	19.64	21.7	FALSE	A	ECOBETON proizvodnja, trgovina, storitve d.o.o.	23.63	PROIZVODNJA SVEZE BETONSKE MESANICE	
C	M	22139166	16509569	2628459	1188686	246432	0	1636089	2824775	1165380	18958814	6900050	9200000	430892	12345915	6612899	2683144	2683144	8264737	3643144	2464109	1165380	1647894	14.2	1.82	8.9	2.4	4.9	3.1	0.36	100	8.4	FALSE	A	MERCATOR-EMBA proizvodnja hrane, d.d.	10.82	PROIZVODNJA KAKAVA, COKOLADE IN SLADKORNIH IZDELKOV	
B	S	6065443	5333295	703359	110533	26892	26892	-71983	38550	-90236	4854396	199787	2040108	169726	2216711	2618390	2595036	2595036	3407	4631737	263319	-3876	-591010	53.5	0.57	-6.3	-22.3	-4.7	30	0.04	0	-1.4	FALSE	E	SALINEN PROSOL proizvodnja, trgovina in zastopstva, d.o.o.	8.93	PRIDOBIVANJE SOLI	
C	S	4109438	3346467	628760	182067	160115	160115	161405	343472	11141	4561827	1707244	1532176	1877	3392232	1165916	1255877	1255877	16799	2771254	632256	193208	316100	27.5	0.42	-1.1	-18	1.9	4.46	0.37	1.01	3.5	FALSE	E	TOTRA PLASTIKA podjetje izdelkov iz plasticnih mas, d.o.o., Trpinceva 39, 1000 Ljubljana	22.21	PROIZVODNJA PLOSC, FOLIJ, CEVI IN PROFILOV IZ PLASTICNIH MAS	
I	L	24093024	11947428	8116824	3476398	1274439	0	258259	3734657	-2935599	70392056	39004380	27371558	2124900	60199808	9882562	2821928	2778014	27326196	2867290	892676	540799	280954	4	3.45	-1.3	-4.1	-15.6	6.76	0.55	100	0.4	FALSE	E	ISTRABENZ TURIZEM d.d., turizem in storitve	55.1	DEJAVNOST HOTELOV IN PODOBNIH NASTANITVENIH OBRATOV	
A	S	4254011	3278135	1154189	153100	11752	11752	48115	201215	55686	3143372	142767	214938	2878	515273	2626099	2401243	2401243	177483	2438698	0	208786	298877	76.4	1.08	28.9	2.5	1.9	1.05	0.05	4.09	1.7	FALSE	E	GID gozdarsko invalidska druzba d.o.o.	2.4	STORITVE ZA GOZDARSTVO	
M	S	3986339	1854286	953407	294660	1074746	1074746	1018262	1312922	12367	21742360	4076914	15575352	12701	6004410	15609565	2064779	2064779	5653899	11986232	13912296	307027	440863	9.5	1.3	-11.8	4.8	5.4	11.85	0.19	0.95	4.5	FALSE	E	ZIL INZENIRING, druzba za razvoj, inzeniring in vodenje investicij, d.d.	71.129	DRUGE INZENIRSKE DEJAVNOSTI IN TEHNICNO SVETOVANJE	
K	L	1858000	3455000	1699000	2038000	28421000	8691000	-155000	1883000	-11381000	248316992	15117000	226810992	227000	227374000	20886000	5349000	5349000	231000	232144992	0	-11257000	-15905000	2.2	0.09	-40.3	-40.6	-4.5	30	0.06	0	-0.1	FALSE	E	SAVA, druzba za upravljanje in financiranje, d.d.	64.2	DEJAVNOST HOLDINGOV	
C	M	18199448	15682922	1602863	2178558	178081	178081	-1626014	552544	-1545010	20163570	2592938	7462518	54688	6537344	13615795	9450150	4972065	10501192	6411476	2177498	-738282	-5699803	46.9	2.12	-23	107.2	-10.4	13.41	0.13	0	-8	FALSE	E	KOGRAD IGEM proizvodnja gradbenih materialov d.o.o.	23.61	PROIZVODNJA BETONSKIH IZDELKOV ZA GRADBENISTVO	
C	L	166532208	106373000	43879460	9541546	11416167	6341769	4822959	14364505	-3542814	293927264	103353016	145696304	1710098	188035728	105891528	36726500	36461312	128892624	53530184	60384540	5623944	95127	12.5	1.98	9.9	6.8	1.6	10.02	0.35	0.76	1.6	FALSE	E	UNIOR Kovaska industrija d.d.	25.731	PROIZVODNJA ROCNEGA ORODJA	
N	M	5091481	3671857	907345	77565	79624	79624	101286	178851	75847	8816393	107637	4000000	634628	1614977	7201416	4422320	4422320	4000000	4422320	4399	106896	172572	50.2	1.63	-38.3	-23.7	1	18.82	0.01	1.27	1.2	FALSE	E	SS storitveno podjetje d.o.o.	78.2	POSREDOVANJE ZACASNE DELOVNE SILE	
L	M	10100813	3931444	4169172	626288	80359	80359	1306314	1932602	1184414	15893418	10926382	1772917	157927	8732394	7132156	3170766	3165349	1203334	3740349	7530	1521013	2465263	20	1.91	1.6	2.9	5.9	0.84	0.69	16.26	8.4	FALSE	A	SPL LJUBLJANA d.d., poslovanje z nepremicninami in inzeniring	68.32	UPRAVLJANJE NEPREMICNIN ZA PLACILO ALI PO POGODBI	
E	M	14420034	8293465	4415127	569350	80267	11241	78409	647759	53907	9697968	3549909	299312	152272	2794212	6736581	4497789	4497789	0	4797101	832930	391402	-554105	46.4	1.4	4.3	10.3	2.2	0.23	0.37	6.98	0.8	TRUE	A	MARIBORSKI VODOVOD javno podjetje d.d.	36	ZBIRANJE, PRECISCEVANJE IN DISTRIBUCIJA VODE	
C	M	8398484	5181646	1977810	675396	135997	135997	425171	1100567	452237	8825956	3899182	3309671	210508	2790230	6035726	1379573	1379573	2916086	1773158	755571	1103982	1224714	15.6	3.4	6.5	0	-0.3	2.82	0.44	3.13	5.1	FALSE	A	TEHNOS Podjetje za proizvodnjo orodij, strojev in predelavo plasticnih mas d.o.o. Zalec	22.29	PROIZVODNJA DRUGIH IZDELKOV IZ PLASTICNIH MAS	
L	S	1855498	694067	957008	116351	655543	655543	82231	198582	-586899	2326310	-258036	2084360	2695	1895730	410168	499607	499607	1974449	609518	0	-506618	-440205	21.5	0.67	-7.7	-31.8	-8.1	10.48	-0.11	0.13	3.4	FALSE	E	GIMAS druzba za trgovino in storitve d.o.o.	68.1	TRGOVANJE Z LASTNIMI NEPREMICNINAMI	
G	S	5693607	5137211	475960	66523	46988	46988	1303	67826	59306	1865149	592740	1010396	8024	889708	959239	262013	262013	659563	612846	694251	125829	191604	14	1.57	15.2	-8.2	-1.3	14.78	0.32	0.03	0.1	FALSE	E	VEIT TEAM trgovsko in servisno podjetje, d.o.o.	45.11	TRGOVINA Z AVTOMOBILI IN LAHKIMI MOTORNIMI VOZILI	
G	M	12018274	10234377	1103985	85515	14815	14815	572670	658185	458915	6031848	5264215	0	1839231	186972	5838807	701623	701623	0	701623	1677226	508412	1079453	11.6	8.32	6	9.1	-5.7	-2.79	0.87	38.65	9.8	FALSE	A	EXTRA LUX, proizvodno in trgovsko podjetje d.o.o., Ljubljana	47.622	TRGOVINA NA DROBNO V SPECIALIZIRANIH PRODAJALNAH S PAPIRJEM IN PISALNIMI POTREBSCINAMI	
I	L	61916000	32401000	21282000	10734000	2476000	2473000	-2474000	8260000	670000	162526992	93484000	46848000	411000	145828000	15930000	8448000	8448000	43594000	11702000	687000	10763000	10873000	5.2	1.36	49.3	-4.5	2.8	5.62	0.58	0	-1.5	FALSE	E	Sava Turizem d.d.	55.1	DEJAVNOST HOTELOV IN PODOBNIH NASTANITVENIH OBRATOV	
F	S	1373294	1155644	215343	96515	68834	68834	-49131	47384	-86715	3851031	451230	2114028	208	3710480	137083	1275061	1275061	714487	2674602	27166	-55617	1438222	33.1	0.05	-44.5	-82.5	-4.5	30	0.12	0	-0.9	FALSE	E	FASADE, druzba za vodenje investicij, d.o.o.	41.2	GRADNJA STANOVANJSKIH IN NESTANOVANJSKIH STAVB	
R	S	3134701	1104606	927287	251122	110927	110927	39467	290589	-67905	4058283	746791	2027324	179664	3771919	286127	1284168	1284168	1723324	1588168	30813	151972	330056	31.6	0.18	-10.4	-6.1	0	6.36	0.18	0.36	1	FALSE	E	PIGAL d.o.o. Hotelirstvo, turizem in igralnistvo	92.001	DEJAVNOST IGRALNIC	
G	S	6240506	5047493	775581	104369	5373	5373	308010	412379	295015	3531256	1747214	83332	179194	1009074	2512143	1661945	1639544	105733	1639544	406578	378201	200550	47.1	1.53	-0.2	-9.1	3.2	-0.23	0.49	57.33	9.1	FALSE	A	BOSSPLAST, Proizvodnja, trgovina in storitve, d.o.o.	46.74	TRGOVINA NA DEBELO S KOVINSKIMI PROIZVODI, INSTALACIJSKIM MATERIALOM, NAPRAVAMI ZA OGREVANJE	
D	L	167241344	165616496	1170110	212915	3819971	0	409236	622151	-2202476	45547696	15371581	17650658	429504	30538202	2540040	6612922	6603988	15958934	8304646	0	-2009817	-3402488	14.5	0.31	39.5	-15	0.5	27.68	0.34	100	0.8	FALSE	E	Interenergo, energetski inzeniring, d.o.o.	35.14	TRGOVANJE Z ELEKTRICNO ENERGIJO	
H	S	2011385	1553636	282241	107526	63112	63112	68308	175834	5566	2486907	1083951	1069749	4142	2143571	343336	333207	333207	1069749	333207	43672	113092	211271	13.4	1.03	2	-2	0.1	6.06	0.44	1.08	2.7	FALSE	E	KARGO TRADE prevozi d.o.o.	49.41	CESTNI TOVORNI PROMET	
F	S	4867412	3776501	937963	375109	20359	20359	127115	502224	100907	4100874	2621053	322618	42715	2415142	1685732	1157203	1157203	75289	1404532	53266	476016	664307	28.2	1.2	11.9	16.3	-2.4	0.56	0.64	6.24	3.4	FALSE	A	GRADNJE gradbenistvo in prevoznistvo d.o.o. Bostanj	42.11	GRADNJA CEST	
G	S	4842176	3929428	335523	74843	34831	34831	475906	550749	380037	3098222	1795189	1043601	1022384	667281	2422648	144784	144784	205071	983314	518720	445606	301073	4.7	2.46	6.6	20.1	-1.5	0.04	0.58	13.66	15.6	FALSE	A	REAM trgovina in storitve d.o.o.	46.19	NESPECIALIZIRANO POSREDNISTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV	
G	S	2446375	2009120	471285	72553	28204	28204	-111023	-38470	-113458	2614762	866697	798924	36305	1613060	1001702	949141	949141	690204	1057861	487214	-61875	120994	36.3	0.95	-10.4	-10.9	-2.4	30	0.33	0	-4	FALSE	E	CEMBOS - Podjetje za trgovino in turizem, d.o.o. Koper	47.59	TRGOVINA NA DROBNO V SPECIALIZIRANIH PRODAJALNAH S POHISTVOM, SVETILI IN DRUGJE NERAZVRSCENIMI PREDMETI ZA GOSPODINJSTVO	
D	S	11227930	7650980	1269195	1440374	67177	67177	842041	2282415	834558	20341090	18024760	1336297	1185079	17800372	2532174	377111	377111	1175309	538099	26922	2274480	2189969	1.9	4.71	46.7	112.3	1.8	0.07	0.89	12.53	4.2	FALSE	A	GORENJSKE ELEKTRARNE, proizvodnja elektrike, d.o.o.	35.111	PROIZVODNJA ELEKTRICNE ENERGIJE V HIDROELEKTRARNAH	
N	M	27241374	25386414	1075860	277509	212683	209099	513366	790875	307275	9389734	1424958	3735980	90841	4141465	4813512	4226746	4226746	0	7962726	0	544589	1639490	45	0.6	5.6	1.1	-1.2	4.61	0.15	2.46	5.6	FALSE	E	RELAX TURIZEM podjetje za turizem d.d.	79.12	DEJAVNOST ORGANIZATORJEV POTOVANJ	
G	S	5631918	5149518	317224	54088	84578	84578	102499	156587	23386	4604858	531298	1661999	46401	1742425	2850179	2357406	2357406	1258249	2761156	1093026	77474	273480	51.2	1.03	-2.8	-7.8	0.1	10.32	0.12	1.21	2.1	FALSE	E	MD TRADE Mednarodna trgovina d.o.o.	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
M	M	3417800	2490256	987336	826791	184191	184191	-239157	587634	-168661	8570272	2774845	2528479	19319	2350764	6196461	3001999	3001999	889900	4640578	816357	234890	748602	35	1.34	-31.2	-40.5	-9.6	4.27	0.32	0	-2.5	FALSE	E	SIMER podjetje za strojniski inzeniring, d.o.o.	71.111	ARHITEKTURNO PROJEKTIRANJE	
F	S	3198670	1458016	1158128	487879	40743	34654	-240712	247167	-290773	1576530	478808	606789	360449	141778	1420116	155932	155932	0	762721	312310	-230192	-358203	9.9	1.86	-5.1	-6.3	-2.5	1	0.3	0	-15.6	FALSE	E	ThyssenKrupp dvigala, podjetje za dvigalogradnjo, d.o.o.	43.29	DRUGO INSTALIRANJE PRI GRADNJAH	
H	S	1697493	780021	516846	464319	70007	70007	79519	543838	8294	2141658	595039	1143455	830	1855858	264008	403164	403164	957559	589060	0	472613	449976	18.8	0.45	-16.5	-20.1	0.1	2.1	0.28	1.14	3.5	FALSE	E	STREET TOUR, prometno-turisticno in gostinsko podjetje, d.o.o., Portoroz	49.391	MEDKRAJEVNI IN DRUG CESTNI POTNISKI PROMET	
G	S	5179325	4622996	386590	164529	20847	20847	41031	205560	40929	2666782	524409	1614441	154273	1859868	806914	527932	527932	1614441	527932	403946	204116	159203	19.8	1.53	-0.9	1	-1.6	7.1	0.2	1.97	1.5	FALSE	E	KRAP trgovina na drobno d.o.o.	47.11	TRGOVINA NA DROBNO V NESPECIALIZIRANIH PRODAJALNAH, PRETEZNO Z ZIVILI	
F	S	2229701	1672514	475574	66972	89824	89824	29547	96519	-59903	3376628	588372	1857253	10801	1671163	1697406	931003	931003	934312	1853944	1044472	5381	-101635	27.6	0.92	-15.6	-37.2	-1.7	19.13	0.17	0.33	0.8	FALSE	E	SKUPINA POCIVAVSEK, proizvodno in trgovsko podjetje, d.o.o.	43.21	INSTALIRANJE ELEKTRICNIH NAPELJAV IN NAPRAV	
G	L	6086919	4912799	358768	515828	153299	153299	200939	716767	71844	9739328	1903544	4105160	20298	2601389	7137670	3427178	3427178	3301163	4231175	125038	427044	56670	35.2	1.69	-13.1	-46.2	2.1	5.7	0.2	1.31	1.9	FALSE	E	GOKOP gradbeno, gostinsko in trgovsko podjetje d.o.o.	47.19	DRUGA TRGOVINA NA DROBNO V NESPECIALIZIRANIH PRODAJALNAH	
M	S	2278973	810926	1300865	54676	310722	16478	296705	351381	21858	3445893	2469145	279834	833159	1339212	1996711	600593	600593	105000	775427	55537	56186	-269481	17.4	2.57	-5.3	-5.6	2.2	-1.57	0.72	18.01	8.9	FALSE	A	SAVAPROJEKT druzba za razvoj, projektiranje, konzalting, inzeniring d.d. Krsko	71.112	KRAJINSKO ARHITEKTURNO, URBANISTICNO IN DRUGO PROJEKTIRANJE	
G	M	14278318	12400281	1178821	403787	79915	79915	319006	722793	257452	5511976	2380474	1736918	123334	1915606	3591559	1349891	1349891	426141	2660668	869490	566508	428885	24.5	1.35	6	7	0.2	2.23	0.43	3.99	5.9	FALSE	A	VIGROS - Trgovina na debelo in drobno d.o.o.	46.39	NESPECIALIZIRANA TRGOVINA NA DEBELO Z ZIVILI, PIJACAMI, TOBACNIMI IZDELKI	
C	S	3325909	2985576	722346	792815	756518	152653	-1353008	-560193	-2103978	6458712	-661613	2261119	19687	4321501	2137211	4805593	2358454	3910225	3156487	468926	-1830960	-2075520	74.4	0.68	-33.6	-19.7	-37.9	30	-0.1	0	-18.9	FALSE	E	MOTVOZ PLAST druzba za proizvodnjo in predelavo embalaze d.o.o.	13.94	PROIZVODNJA VRVI, VRVIC IN MREZ	
G	M	61504624	58328824	744260	154547	121607	121607	2255147	2409694	1783569	17130922	9939597	2840928	260022	451593	16091987	3403814	3403814	2170	6242572	5188897	1842460	-948459	19.9	2.58	33	19.3	-0.4	1.07	0.58	18.54	14.5	FALSE	A	JANUS TRADE, trgovina in storitve, d.o.o.	46.49	TRGOVINA NA DEBELO Z DRUGIMI IZDELKI SIROKE PORABE	
I	M	5969793	3882100	1541569	1026720	58763	58763	-482218	544502	-543782	15231777	9872068	3942829	102813	14483487	705556	932437	932437	25736	4855266	368896	471358	428455	6.1	0.15	-2.6	-7.1	2.5	7.05	0.65	0	-3.1	FALSE	E	HOTEL CERKNO Gostinsko turisticno podjetje d.o.o.	55.1	DEJAVNOST HOTELOV IN PODOBNIH NASTANITVENIH OBRATOV	
J	S	3274620	700938	1673801	73999	58319	1972	876481	950480	881702	5009594	3992049	0	1319768	239401	4768415	236589	236589	0	236589	0	955701	787182	4.7	20.15	8	1.4	5.9	-1.39	0.8	100	19.2	FALSE	A	IXTLAN TEAM elektronske storitve, d.o.o.	62.01	RACUNALNISKO PROGRAMIRANJE	
G	M	11077894	9483327	1412985	306610	64151	64151	-122122	184488	-150960	8974195	2950876	3205994	42451	5042363	3866580	2770862	2770862	1666612	4310244	1628580	24705	-1148212	30.9	0.9	-2.3	-9.8	-0.4	17.15	0.33	0	-1.3	FALSE	E	TERMOTEHNIKA proizvodnja in trgovina s tehnicnim blagom, d.o.o.	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
G	S	7899973	7303484	396812	40893	7495	7495	181443	222336	144386	2429786	2238696	0	58445	886708	1542422	191090	191090	0	191090	894124	185279	114062	7.9	8.07	1.6	-0.7	0	-0.26	0.92	24.21	7.7	FALSE	A	FERDINAND POSEDI, prodaja avtomobilov in storitve, d.o.o.	45.11	TRGOVINA Z AVTOMOBILI IN LAHKIMI MOTORNIMI VOZILI	
C	M	20564992	15630738	4118676	578257	79608	79608	1053885	1632142	900770	13677190	6112179	3500000	625885	2419358	11247307	2898679	2898679	1600000	4798679	4909946	1479027	-894174	21.2	2.34	2.3	22.3	0.1	1.76	0.45	13.24	8.9	FALSE	A	CABLEX-T, podjetje za proizvodnjo, trzenje in servisiranje elektrotehnicnih izdelkov, d.o.o.	27.9	PROIZVODNJA DRUGIH ELEKTRICNIH NAPRAV	
G	S	5293733	4206207	330920	280711	32484	32484	475750	756461	379406	5136381	3641019	1068892	518217	1649177	3469347	426470	426470	888499	606863	1639952	622842	272035	8.3	5.72	-2.7	5.8	2.8	0.73	0.71	14.65	9.4	FALSE	A	FORTRADE trgovina s pohistvom d.o.o.	46.49	TRGOVINA NA DEBELO Z DRUGIMI IZDELKI SIROKE PORABE	
G	S	3749929	2780602	590131	131945	63300	63300	253084	385029	186764	3861293	1668892	1197087	43656	1303446	2540726	995314	995314	1005521	1186880	817593	318709	372888	25.8	2.14	7.3	-9.2	8.3	3	0.43	4	6.3	FALSE	A	FIBERNET storitve, d.o.o., Ljubljana	46.52	TRGOVINA NA DEBELO Z ELEKTRONSKIMI IN TELEKOMUNIKACIJSKIMI NAPRAVAMI IN DELI	
C	M	15424608	9274508	4149638	874364	588386	588386	1086695	1961059	470819	22304336	3934548	12552277	249657	13154345	9104133	3627757	3627757	11800000	4380034	2827924	1328506	437333	16.3	2.08	9.3	24.3	1.4	6.27	0.18	1.85	4.7	FALSE	E	BELIMED pomivalni sistemi d.o.o	28.29	PROIZVODNJA DRUGIH STROJEV IN NAPRAV ZA SPLOSNE NAMENE	
N	L	45560956	2257409	39795588	150177	820	820	1337954	1488131	1119234	11308311	6064087	330	963188	644767	10648311	4662481	4662481	180	4662631	0	1231960	2045267	41.2	2.28	12.6	9.4	0.1	-0.65	0.54	100	11.4	FALSE	A	ADECCO H.R., kadrovsko svetovanje, d.o.o.	78.2	POSREDOVANJE ZACASNE DELOVNE SILE	
C	L	368700128	319911200	31329740	24256536	9288626	0	619216	24875752	-4335319	439226112	155553552	160934352	15081811	279091648	159777392	117750880	117596792	103186920	175498304	54579944	19921218	17479392	26.8	0.91	0.1	-14.7	-1.4	5.86	0.35	100	0.1	FALSE	E	ACRONI, podjetje za proizvodnjo jekla in jeklenih izdelkov d.o.o.	24.1	PROIZVODNJA SUROVEGA ZELEZA, JEKLA, FEROZLITIN	
G	S	12528557	11728337	355347	46361	11889	11889	391610	437971	330871	3521022	1548412	0	630491	359586	3157013	1939101	1939101	1676	1939101	2073313	371706	708411	55.1	1.63	18.4	22.8	0.3	-1.44	0.44	32.94	13	FALSE	A	AVTO PARTNER trgovina in storitve d.o.o.	45.11	TRGOVINA Z AVTOMOBILI IN LAHKIMI MOTORNIMI VOZILI	
C	M	11599052	10573720	1964185	20917	7369	7369	34689	55606	34295	5340145	940430	0	3558	29843	5301185	3492064	3492064	0	3492064	1941394	55212	-229909	65.4	1.52	8	-4.4	3.4	-0.06	0.18	4.71	0.8	FALSE	E	CONTAINER proizvodno podjetje, d.o.o.	25.11	PROIZVODNJA KOVINSKIH KONSTRUKCIJ IN NJIHOVIH DELOV	
M	M	13902751	13038076	516060	14740	113433	0	300534	315274	286063	9404117	944369	412643	1065987	155018	9249099	7975479	7975479	0	8388122	96823	300803	3380057	84.8	1.1	156.2	-20.8	1.5	-2.07	0.1	100	4	FALSE	E	GORENJE PROJEKT, inzeniring, d.o.o.	71.111	ARHITEKTURNO PROJEKTIRANJE	
H	L	11563125	6683019	5405201	1974566	265807	253726	1317912	3292478	978246	16390579	6047880	6552946	3141191	10772358	5613880	1950672	1461453	4697936	3805682	120801	2921630	2721795	11.9	1.48	-0.2	-1.5	5.7	1.04	0.37	5.19	8.5	FALSE	A	AVRIGO, druzba za avtobusni promet in turizem, d.o.o.	49.391	MEDKRAJEVNI IN DRUG CESTNI POTNISKI PROMET	
C	L	137808464	107718456	13777796	7461187	1677495	1677495	11697277	19158464	9705862	90680776	23961808	46347796	13480316	53978664	34764512	13664501	13664501	29022304	30989990	10316766	16937596	2710475	15.1	1.12	30.9	33.6	4.5	1.72	0.26	6.97	14.5	FALSE	A	odelo Slovenija, podjetje za razvoj, proizvodnjo in trzenje avtomobilskih delov, d.o.o.	29.32	PROIZVODNJA DRUGIH DELOV IN OPREME ZA MOTORNA VOZILA	
G	S	5303790	5175225	231483	62306	101402	101402	-10055	52251	-89362	4739384	1147291	3296264	12570	3414394	1280599	103466	99042	2098366	1489457	877686	-27718	50246	2.2	0.86	-7.7	-20.2	0.7	30	0.24	0	-0.2	FALSE	E	NOVA OLIMPIJA, trgovska druzba, d.o.o.	45.11	TRGOVINA Z AVTOMOBILI IN LAHKIMI MOTORNIMI VOZILI	
G	S	4080429	3663031	278026	258066	47674	47674	-120385	137681	-167616	2077989	666325	573310	442	27274	2050715	833554	833554	195240	1211624	930974	-154049	-140546	40.1	1.69	-5.4	-10.9	-7.2	4.16	0.32	0	-5.5	FALSE	E	VBH Trgovina d.o.o.	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
C	S	4911451	2393191	2695355	93910	19	19	-291707	-197797	-270360	2059314	469078	0	236577	173471	1885434	1575485	1575485	0	1575485	33103	-200186	137188	76.5	1.2	38	-27.4	-12.4	30	0.23	0	-10.5	FALSE	E	DANI AFC krojenje usnja in tekstila d.o.o.	15.11	STROJENJE IN DODELAVA USNJA IN KRZNA	
F	M	5573480	3591140	1408325	302787	163365	163365	209329	512116	42849	6649772	2356286	2064051	19888	2792359	2196214	2184620	2184620	683267	3565404	72920	345636	-31867	32.9	0.62	-13.1	-24.5	3.2	3.99	0.35	1.28	3.1	FALSE	E	SLEMENSEK, gradbeno podjetje d.o.o.	42.11	GRADNJA CEST	
E	M	21241352	14299050	5791726	762852	99675	99675	197122	959974	58588	12928123	2058476	5049743	637980	7680821	5237350	5099457	5099457	4005757	6143443	132646	296584	522114	39.4	0.85	3.3	13.4	0.8	4.6	0.16	1.98	1.4	FALSE	E	KOMUNALNO PODJETJE VELENJE Izvajanje komunalnih dejavnosti, d.o.o	36	ZBIRANJE, PRECISCEVANJE IN DISTRIBUCIJA VODE	
C	L	79176872	62371684	11399310	13872545	6765327	2525291	-8534279	5338266	-17905534	72339176	-656531	44826224	86857	49389888	20721246	21917128	21917128	3306546	64992104	4526468	-12953923	3463502	30.3	0.32	-1.6	-14.3	-14.8	8.38	-0.01	0	-9.2	FALSE	E	TRIMO inzeniring in proizvodnja montaznih objektov, d.d.	25.11	PROIZVODNJA KOVINSKIH KONSTRUKCIJ IN NJIHOVIH DELOV	
G	S	2435931	1844581	361413	179350	20089	20089	-2659	176691	-17144	6619956	6022214	0	258001	4500938	2113225	597742	465002	132740	465002	986416	162206	175695	9	4.54	-20.3	-9.7	-3	-1.46	0.91	0	0	FALSE	A	MAROS Trgovina na debelo in drobno d.o.o.	47.59	TRGOVINA NA DROBNO V SPECIALIZIRANIH PRODAJALNAH S POHISTVOM, SVETILI IN DRUGJE NERAZVRSCENIMI PREDMETI ZA GOSPODINJSTVO	
C	M	11853299	7700750	2882239	555862	260299	260299	403011	958873	143739	15451873	3263156	5025905	3365	6053173	9374618	6653111	6653111	687432	10991584	6272184	699601	1279683	43.1	0.85	4.8	-1.1	-0.7	5.24	0.21	1.55	2.5	FALSE	E	LEDINEK ENGINEERING, druzba za lesnoobdelovalni inzeniring, proizvodnjo, trgovino in storitve d.o.o.	28.49	PROIZVODNJA DRUGIH OBDELOVALNIH STROJEV	
H	L	45444464	19048142	21662304	4670354	760013	760013	345237	5015591	56574	37735536	12033043	16145928	397553	32463290	5110223	4594001	4578850	6407667	14332262	404874	4712630	4423320	12.2	0.36	12.5	5.8	23	3.14	0.32	0.45	0.9	TRUE	A	JAVNO PODJETJE LJUBLJANSKI POTNISKI PROMET, d.o.o.	49.31	MESTNI IN PRIMESTNI KOPENSKI POTNISKI PROMET	
R	L	115856592	36903200	43459944	15989010	11280117	5624167	2303047	18292056	-1717275	176510848	41060180	98921480	11176132	156071632	15478563	20998852	20940154	24901472	95019720	1055566	13774691	16982754	11.9	0.16	-4.3	-8	5.1	4.8	0.23	0.41	1.2	FALSE	E	HIT hoteli, igralnice, turizem d.d. Nova Gorica	92.001	DEJAVNOST IGRALNIC	
